trait,species,mean,max
Max.height,Epilobium.hirsutum,1.5,1.5
Max.height,Epilobium.hirtigerum,1,1
Max.height,Epilobium.pallidiflorum,1,1
Max.height,Epilobium.sarmentaceum,0.4,0.4
Max.height,Epilobium.tasmanicum,0.15,0.15
Max.height,Eragrostis curvula,3,3
Max.height,Eragrostis.alveiformis,1,1
Max.height,Eragrostis.australasica,2.4,2.4
Max.height,Eragrostis.barrelieri,0.4,0.4
Max.height,Eragrostis.basedowii,0.3,0.3
Max.height,Eragrostis.benthamii,0.6,0.6
Max.height,Eragrostis.brownii,0.5,0.58
Max.height,Eragrostis.cilianensis,0.6,0.6
Max.height,Eragrostis.curvula,0.6,0.8979999999999999
Max.height,Eragrostis.dielsii,0.4,0.4
Max.height,Eragrostis.elongata,0.8,0.8
Max.height,Eragrostis.eriopoda,0.7,0.7
Max.height,Eragrostis.falcata,0.4,0.4
Max.height,Eragrostis.interrupta,1.5,1.5
Max.height,Eragrostis.kennedyae,0.4,0.4
Max.height,Eragrostis.lacunaria,0.5,0.5
Max.height,Eragrostis.lanicaulis,0.5,0.5
Max.height,Eragrostis.laniflora,0.8,0.8
Max.height,Eragrostis.leptocarpa,1,1
Max.height,Eragrostis.leptostachya,1,1
Max.height,Eragrostis.lugens,0.4,0.4
Max.height,Eragrostis.megalosperma,1.2,1.2
Max.height,Eragrostis.mexicana,1.2,1.2
Max.height,Eragrostis.microcarpa,0.6,0.6
Max.height,Eragrostis.minor,0.6,0.6
Max.height,Eragrostis.parviflora,1.1,1.1
Max.height,Eragrostis.pergracilis,0.3,0.3
Max.height,Eragrostis.pilosa,0.6,0.6
Max.height,Eragrostis.pubescens,1.3,1.3
Max.height,Eragrostis.setifolia,0.6,0.6
Max.height,Eragrostis.sororia,0.7,0.7
Max.height,Eragrostis.spartinoides,0.9,0.9
Max.height,Eragrostis.speciosa,1.2,1.2
Max.height,Eragrostis.tenellula,0.5,0.5
Max.height,Eragrostis.tenuifolia,0.7,0.7
Max.height,Eragrostis.trachycarpa,0.8,0.8
Max.height,Eragrostis.trichophora,1,1
Max.height,Eragrostis.xerophila,0.5,0.5
Max.height,Erodium botrys,0.8,0.8
Max.height,Erodium cicutarium,0.055,0.055
Max.height,Erodium.aureum,0.2,0.2
Max.height,Erodium.botrys,0.32192,0.384384
Max.height,Erodium.brachycarpum,0.3,0.3
Max.height,Erodium.carolinianum,0.6,0.6
Max.height,Erodium.cicutarium,0.3125,0.6
Max.height,Erodium.crinitum,0.7,0.86
Max.height,Erodium.malacoides,0.5,0.5
Max.height,Erodium.moschatum,0.4,0.4
Max.height,Euchiton.involucratus,0.5,0.5
Max.height,Euchiton.japonicus,0.35,0.35
Max.height,Euchiton.limosus,0.5,0.5
Max.height,Euchiton.sphaericus,0.5,0.5
Max.height,Euchiton.traversii,0.1,0.1
Max.height,Euchiton.umbricola,0.15,0.15
Max.height,Euphorbia.australis,0.6,0.6
Max.height,Euphorbia.bifida,0.3,0.3
Max.height,Euphorbia.cyathophora,0.7,0.7
Max.height,Euphorbia.dallachyana,0.2,0.2
Max.height,Euphorbia.davidii,0.5,0.5
Max.height,Euphorbia.drummondii,0.2,0.2
Max.height,Euphorbia.falcata,0.3,0.3
Max.height,Euphorbia.helioscopia,0.5,0.5
Max.height,Euphorbia.hirta,0.4,0.4
Max.height,Euphorbia.hyssopifolia,0.6,0.6
Max.height,Euphorbia.lathyris,1,1
Max.height,Euphorbia.maculata,0.3,0.3
Max.height,Euphorbia.marginata,0.7,0.7
Max.height,Euphorbia.oblongata,0.8,0.8
Max.height,Euphorbia.paralias,0.7,0.7
Max.height,Euphorbia.parvicaruncula,0.5,0.5
Max.height,Euphorbia.peplus,0.4,0.4
Max.height,Euphorbia.planiticola,0.5,0.5
Max.height,Euphorbia.prostrata,0.2,0.2
Max.height,Euphorbia.sarcostemmoides,2,2
Max.height,Euphorbia.stevenii,0.6,0.6
Max.height,Euphorbia.terracina,0.8,0.8
Max.height,Euphorbia.wheeleri,0.3,0.3
Max.height,Festuca.arundinacea,1.2,1.2
Max.height,Festuca.asperula,0.9,0.9
Max.height,Festuca.muelleri,1.4,1.4
Max.height,Festuca.nigrescens,0.9,0.9
Max.height,Festuca.pratensis,1.4,1.4
Max.height,Festuca.rubra,0.5,0.5
Max.height,Galium.australe,0.6,0.6
Max.height,Galium.binifolium,0.5,0.5
Max.height,Galium.ciliare,0.4,0.4
Max.height,Galium.divaricatum,0.3,0.3
Max.height,Galium.gaudichaudii,0.3,0.3
Max.height,Galium.liratum,0.3,0.3
Max.height,Galium.murale,0.12,0.12
Max.height,Galium.palustre,0.7,0.7
Max.height,Galium.roddii,0.3,0.3
Max.height,Galium.spurium,0.3,0.3
Max.height,Gamochaeta.americana,0.35,0.35
Max.height,Gamochaeta.antillana,0.4,0.4
Max.height,Gamochaeta.calviceps,0.2,0.2
Max.height,Gamochaeta.coarctata,0.4,0.4
Max.height,Gamochaeta.pensylvanica,0.5,0.5
Max.height,Gamochaeta.purpurea,0.35,0.35
Max.height,Geranium.potentilloides,0.5,0.5
Max.height,Geranium.purpureum,0.4,0.4
Max.height,Geranium.robertianum,0.4,0.4
Max.height,Geranium.sessiliflorum,0.15,0.15
Max.height,Geranium.solanderi,0.10333333333333333,0.118
Max.height,Gnaphalium.diamantinense,0.12,0.12
Max.height,Gnaphalium.indutum,0.1,0.1
Max.height,Gnaphalium.polycaulon,0.15,0.15
Max.height,Haloragis.aspera,0.3,0.3
Max.height,Haloragis.exalata,1.5,1.5
Max.height,Haloragis.glauca,0.4,0.4
Max.height,Haloragis.heterophylla,0.5,0.5
Max.height,Haloragis.milesiae,1.2,1.2
Max.height,Haloragis.odontocarpa,0.5,0.5
Max.height,Haloragis.serra,0.6,0.6
Max.height,Haloragis.stricta,0.5,0.5
Max.height,Hirschfeldia.incana,0.7336111111111111,1.135
Max.height,Holcus lanatus,3.3,3.3
Max.height,Holcus.lanatus,0.6282853846153846,1.2669999999999997
Max.height,Holcus.mollis,1,1
Max.height,Hordeum.distichon,1,1
Max.height,Hordeum.glaucum,0.4,0.4
Max.height,Hordeum.hystrix,0.4,0.4
Max.height,Hordeum.leporinum,0.325,0.425
Max.height,Hordeum.marinum,0.3,0.3
Max.height,Hordeum.vulgare,1,1
Max.height,Hydrocotyle.callicarpa,0.08,0.08
Max.height,Hydrocotyle.foveolata,0.1,0.1
Max.height,Hydrocotyle.laxiflora,0.15,0.15
Max.height,Hydrocotyle.trachycarpa,0.2,0.2
Max.height,Hydrocotyle.tripartita,0.1,0.1
Max.height,Hypericum.androsaemum,0.7,0.7
Max.height,Hypericum.bellum,1.5,1.5
Max.height,Hypericum.calycinum,0.8,0.8
Max.height,Hypericum.elodes,0.3,0.3
Max.height,Hypericum.gramineum,0.4,0.4
Max.height,Hypericum.hypericoides,1.5,1.5
Max.height,Hypericum.japonicum,0.2,0.2
Max.height,Hypericum.kouytchense,1.5,1.5
Max.height,Hypericum.patulum,2,2
Max.height,Hypericum.perforatum,0.5790540540540541,1
Max.height,Hypochaeris.glabra,0.21504761904761904,0.405
Max.height,Hypochaeris.microcephala,0.4,0.4
Max.height,Hypochaeris.radicata,0.3927111111111111,0.6520000000000001
Max.height,Isoetopsis.graminifolia,0.05,0.05
Max.height,Isolepis.aucklandica,0.12,0.12
Max.height,Isolepis.australiensis,0.15,0.15
Max.height,Isolepis.cernua,0.2,0.2
Max.height,Isolepis.congrua,0.2,0.2
Max.height,Isolepis.fluitans,0.1,0.1
Max.height,Isolepis.gaudichaudiana,0.1,0.1
Max.height,Isolepis.habra,0.3,0.3
Max.height,Isolepis.hookeriana,0.12,0.12
Max.height,Isolepis.hystrix,0.05,0.05
Max.height,Isolepis.inundata,0.5,0.5
Max.height,Isolepis.levynsiana,0.08,0.08
Max.height,Isolepis.marginata,0.1,0.1
Max.height,Isolepis.montivaga,0.04,0.04
Max.height,Isolepis.platycarpa,0.2,0.2
Max.height,Isolepis.prolifera,0.4,0.4
Max.height,Isolepis.sepulcralis,0.25,0.25
Max.height,Isolepis.stellata,0.06,0.06
Max.height,Isolepis.subtilissima,0.1,0.1
Max.height,Isolepis.victoriensis,0.15,0.15
Max.height,Juncus bufonius,1,1
Max.height,Juncus.acuminatus,0.6,0.6
Max.height,Juncus.acutiflorus,1.1,1.1
Max.height,Juncus.acutus,1.6,1.6
Max.height,Juncus.alexandri,1.5,1.5
Max.height,Juncus.amabilis,1.1,1.1
Max.height,Juncus.antarcticus,0.06,0.06
Max.height,Juncus.aridicola,1.15,1.15
Max.height,Juncus.articulatus,0.6,0.6
Max.height,Juncus.australis,1,1
Max.height,Juncus.brevibracteus,1.25,1.25
Max.height,Juncus.bufonius,0.17935,0.31836
Max.height,Juncus.bulbosus,0.3,0.3
Max.height,Juncus.caespiticius,0.55,0.55
Max.height,Juncus.canadensis,0.65,0.65
Max.height,Juncus.capensis,0.5,0.5
Max.height,Juncus.capillaceus,0.25,0.25
Max.height,Juncus.capitatus,0.07,0.12599999999999997
Max.height,Juncus.cognatus,0.65,0.65
Max.height,Juncus.continuus,1.15,1.15
Max.height,Juncus.dolichanthus,0.6,0.6
Max.height,Juncus.effusus,1,1
Max.height,Juncus.falcatus,0.35,0.35
Max.height,Juncus.filicaulis,0.45,0.45
Max.height,Juncus.firmus,1.1,1.1
Max.height,Juncus.flavidus,0.9,0.9
Max.height,Juncus.fockei,0.45,0.45
Max.height,Juncus.gregiflorus,1.4,1.4
Max.height,Juncus.holoschoenus,0.75,0.75
Max.height,Juncus.homalocaulis,0.35,0.35
Max.height,Juncus.imbricatus,0.45,0.45
Max.height,Juncus.ingens,4,4
Max.height,Juncus.kraussii,1.5,1.5
Max.height,Juncus.laeviusculus,1.5,1.5
Max.height,Juncus.microcephalus,0.8,0.8
Max.height,Juncus.mollis,1.45,1.45
Max.height,Juncus.ochrocoleus,0.85,0.85
Max.height,Juncus.pallidus,1.35,1.35
Max.height,Juncus.pauciflorus,0.55,0.55
Max.height,Juncus.phaeanthus,1,1
Max.height,Juncus.planifolius,0.6,0.6
Max.height,Juncus.polyanthemus,1.15,1.15
Max.height,Juncus.prismatocarpus,0.4,0.4
Max.height,Juncus.procerus,1.45,1.45
Max.height,Juncus.psammophilus,1.25,1.25
Max.height,Juncus.radula,0.65,0.65
Max.height,Juncus.remotiflorus,0.7,0.7
Max.height,Juncus.revolutus,0.3,0.3
Max.height,Juncus.sandwithii,0.1,0.1
Max.height,Juncus.sarophorus,1.7,1.7
Max.height,Juncus.semisolidus,1.6,1.6
Max.height,Juncus.subglaucus,1.05,1.05
Max.height,Juncus.subsecundus,0.5425,0.6684999999999999
Max.height,Juncus.tenuis,0.5,0.5
Max.height,Juncus.thompsonianus,0.035,0.035
Max.height,Juncus.usitatus,1.1,1.1
Max.height,Juncus.vaginatus,1,1
Max.height,Lactuca serriola,0.4,0.4
Max.height,Lactuca.saligna,1,1
Max.height,Lactuca.serriola,1.18,1.8359999999999999
Max.height,Linaria.arvensis,0.4,0.4
Max.height,Linaria.incarnata,0.6,0.6
Max.height,Linaria.nigricans,0.17,0.17
Max.height,Linaria.pelisseriana,0.39999999999999997,0.6199999999999999
Max.height,Linaria.vulgaris,0.6,0.6
Max.height,Lolium perenne,3.5,3.5
Max.height,Lolium.loliaceum,0.3,0.3
Max.height,Lolium.multiflorum,1,1
Max.height,Lolium.perenne,0.433112,0.8360000000000001
Max.height,Lolium.rigidum,0.9,0.9
Max.height,Lolium.temulentum,0.9,0.9
Max.height,Lomandra.filiformis,0.27130952380952383,0.35899999999999993
Max.height,Lythrum.hyssopifolia,0.245,0.5199999999999999
Max.height,Lythrum.paradoxum,0.6,0.6
Max.height,Lythrum.salicaria,1,1
Max.height,Lythrum.wilsonii,0.45,0.45
Max.height,Malva.dendromorpha,3,3
Max.height,Malva.linnaei,1.5,1.5
Max.height,Malva.parviflora,0.5,0.5
Max.height,Malva.preissiana,4,4
Max.height,Malva.sylvestris,1,1
Max.height,Malva.verticillata,1,1
Max.height,Marrubium.vulgare,0.435,0.6
Max.height,Microlaena.stipoides,0.2548148148148148,0.39800000000000013
Max.height,Microtis.parviflora,0.5,0.5
Max.height,Microtis.rara,0.5,0.5
Max.height,Microtis.unifolia,0.6,0.6
Max.height,Moenchia.erecta,0.07125,0.11800000000000001
Max.height,Myosotis.australis,0.4,0.4
Max.height,Myosotis.discolor,0.16545454545454547,0.3
Max.height,Myosotis.exarrhena,0.5,0.5
Max.height,Myosotis.sylvatica,0.4,0.4
Max.height,Nassella.hyalina,0.8,0.8
Max.height,Nassella.megapotamia,1.3,1.3
Max.height,Nassella.neesiana,0.8,0.8
Max.height,Nassella.tenuissima,0.7,0.7
Max.height,Nassella.trichotoma,0.7,0.7
Max.height,Ophioglossum.lusitanicum,0.05,0.088
Max.height,Orobanche.cernua,0.45,0.45
Max.height,Orobanche.minor,0.3318181818181818,0.6
Max.height,Oxalis.perennans,0.14875,0.199
Max.height,Oxalis.rubens,0.35,0.35
Max.height,Panicum.antidotale,1.5,1.5
Max.height,Panicum.bisulcatum,0.8,0.8
Max.height,Panicum.bulbosum,1,1
Max.height,Panicum.buncei,1.8,1.8
Max.height,Panicum.capillare,0.8,0.8
Max.height,Panicum.coloratum,1.6,1.6
Max.height,Panicum.decompositum,1,1
Max.height,Panicum.effusum,0.2653846153846154,0.5400000000000003
Max.height,Panicum.gilvum,0.7,0.7
Max.height,Panicum.lachnophyllum,0.3,0.3
Max.height,Panicum.laevinode,1,1
Max.height,Panicum.miliaceum,1.2,1.2
Max.height,Panicum.obseptum,0.5,0.5
Max.height,Panicum.paludosum,1.5,1.5
Max.height,Panicum.pygmaeum,0.3,0.3
Max.height,Panicum.queenslandicum,0.8,0.8
Max.height,Panicum.racemosum,1,1
Max.height,Panicum.repens,1.2,1.2
Max.height,Panicum.schinzii,0.8,0.8
Max.height,Panicum.simile,0.7,0.7
Max.height,Parentucellia.latifolia,0.16125,0.27
Max.height,Parentucellia.viscosa,0.7,0.7
Max.height,Paspalum dilatatum,3,3
Max.height,Paspalum.ciliatifolium,1,1
Max.height,Paspalum.conjugatum,1,1
Max.height,Paspalum.dilatatum,1.47,1.8659999999999999
Max.height,Paspalum.distichum,0.5,0.5
Max.height,Paspalum.longifolium,1.5,1.5
Max.height,Paspalum.mandiocanum,1,1
Max.height,Paspalum.nicorae,0.5,0.5
Max.height,Paspalum.notatum,0.8,0.8
Max.height,Paspalum.orbiculare,1,1
Max.height,Paspalum.paniculatum,1.6,1.6
Max.height,Paspalum.quadrifarium,1.8,1.8
Max.height,Paspalum.regnellii,1.5,1.5
Max.height,Paspalum.scrobiculatum,1.6,1.6
Max.height,Paspalum.urvillei,2.5,2.5
Max.height,Paspalum.vaginatum,0.5,0.5
Max.height,Pentaschistis.airoides,0.3,0.3
Max.height,Petrorhagia.dubia,0.6,0.6
Max.height,Petrorhagia.nanteuilii,0.463125,0.6194999999999999
Max.height,Phalaris aquatica,4,4
Max.height,Phalaris.angusta,1.5,1.5
Max.height,Phalaris.aquatica,1.0732,1.3596
Max.height,Phalaris.arundinacea,2,2
Max.height,Phalaris.canariensis,1.2,1.2
Max.height,Phalaris.coerulescens,1.5,1.5
Max.height,Phalaris.minor,1.8,1.8
Max.height,Phalaris.paradoxa,1,1
Max.height,Plantago.lanceolata,0.341646632475,0.6020000000000001
Max.height,Plantago.scabra,0.3,0.3
Max.height,Poa.affinis,1.2,1.2
Max.height,Poa.annua,0.3,0.3
Max.height,Poa.bulbosa,0.5,0.5
Max.height,Poa.cheelii,1,1
Max.height,Poa.clivicola,0.6,0.6
Max.height,Poa.compressa,0.6,0.6
Max.height,Poa.costiniana,0.8,0.8
Max.height,Poa.ensiformis,1,1
Max.height,Poa.fawcettiae,0.6,0.6
Max.height,Poa.fax,0.5,0.5
Max.height,Poa.fordeana,1,1
Max.height,Poa.helmsii,1.5,1.5
Max.height,Poa.hiemata,0.6,0.6
Max.height,Poa.hookeri,0.5,0.5
Max.height,Poa.induta,1,1
Max.height,Poa.infirma,0.25,0.25
Max.height,Poa.labillardierei,0.91625,1.131
Max.height,Poa.meionectes,0.7,0.7
Max.height,Poa.petrophila,0.7,0.7
Max.height,Poa.phillipsiana,0.8,0.8
Max.height,Poa.poiformis,1,1
Max.height,Poa.pratensis,0.9,0.9
Max.height,Poa.queenslandica,1.8,1.8
Max.height,Poa.saxicola,1,1
Max.height,Poa.sieberiana,0.99875,1.049
Max.height,Poa.tenera,2,2
Max.height,Poa.trivialis,1,1
Max.height,Polycarpon.tetraphyllum,0.1305,0.25
Max.height,Pseudognaphalium.luteoalbum,0.45,0.45
Max.height,Rosa.rubiginosa,1.75,2.5
Max.height,Rumex.bidens,0.6,0.6
Max.height,Rumex.brownii,0.734,0.992
Max.height,Rumex.conglomeratus,0.8,0.8
Max.height,Rumex.crispus,1.5,1.5
Max.height,Rumex.crystallinus,0.4,0.4
Max.height,Rumex.dumosus,0.5,0.5
Max.height,Rumex.obtusifolius,0.65428,1.2
Max.height,Rumex.pulcher,0.6,0.6
Max.height,Rumex.stenoglottis,0.5,0.5
Max.height,Rumex.tenax,0.5,0.5
Max.height,Rytidosperma.alpicola,0.4,0.4
Max.height,Rytidosperma.auriculatum,0.5,0.5
Max.height,Rytidosperma.australe,0.08,0.08
Max.height,Rytidosperma.bipartitum,0.7,0.7
Max.height,Rytidosperma.caespitosum,0.30625,0.4819999999999999
Max.height,Rytidosperma.carphoides,0.5,0.5
Max.height,Rytidosperma.duttonianum,0.8,0.8
Max.height,Rytidosperma.erianthum,0.7,0.7
Max.height,Rytidosperma.fulvum,0.7,0.7
Max.height,Rytidosperma.gracile,0.08,0.08
Max.height,Rytidosperma.indutum,1.2,1.2
Max.height,Rytidosperma.laeve,0.6,0.6
Max.height,Rytidosperma.longifolium,0.8,0.8
Max.height,Rytidosperma.monticola,0.5,0.5
Max.height,Rytidosperma.nivicola,0.3,0.3
Max.height,Rytidosperma.nudiflorum,0.4,0.4
Max.height,Rytidosperma.oreophilum,0.5,0.5
Max.height,Rytidosperma.pallidum,1.2,1.2
Max.height,Rytidosperma.penicillatum,0.75,0.75
Max.height,Rytidosperma.pilosum,0.5,0.5
Max.height,Rytidosperma.pumilum,0.065,0.065
Max.height,Rytidosperma.racemosum,0.6,0.6
Max.height,Rytidosperma.richardsonii,1,1
Max.height,Rytidosperma.semiannulare,1,1
Max.height,Rytidosperma.setaceum,0.7,0.7
Max.height,Rytidosperma.tenuius,1.2,1.2
Max.height,Rytidosperma.unarede,0.45,0.45
Max.height,Rytidosperma.vickeryae,0.3,0.3
Max.height,Salvia verbenaca,0.4,0.4
Max.height,Salvia.aethiopis,1,1
Max.height,Salvia.coccinea,1,1
Max.height,Salvia.leucantha,1.3,1.3
Max.height,Salvia.microphylla,3,3
Max.height,Salvia.plebeia,0.9,0.9
Max.height,Salvia.reflexa,0.6,0.6
Max.height,Salvia.splendens,1,1
Max.height,Salvia.verbenaca,0.5449999999999999,0.6689999999999999
Max.height,Schoenus.apogon,0.25,0.25
Max.height,Schoenus.brevifolius,0.9,0.9
Max.height,Schoenus.calostachyus,0.7,0.7
Max.height,Schoenus.calyptratus,0.04,0.04
Max.height,Schoenus.centralis,0.2,0.2
Max.height,Schoenus.ericetorum,0.4,0.4
Max.height,Schoenus.evansianus,0.12,0.12
Max.height,Schoenus.imberbis,0.35,0.35
Max.height,Schoenus.kennyi,0.5,0.5
Max.height,Schoenus.latelaminatus,0.2,0.2
Max.height,Schoenus.lepidosperma,0.6,0.6
Max.height,Schoenus.maschalinus,0.2,0.2
Max.height,Schoenus.melanostachys,3.5,3.5
Max.height,Schoenus.moorei,0.22,0.22
Max.height,Schoenus.nitens,0.37,0.37
Max.height,Schoenus.pachylepis,0.6,0.6
Max.height,Schoenus.paludosus,0.15,0.15
Max.height,Schoenus.scabripes,1.3,1.3
Max.height,Schoenus.subaphyllus,0.45,0.45
Max.height,Schoenus.tesquorum,0.45,0.45
Max.height,Schoenus.turbinatus,0.4,0.4
Max.height,Schoenus.vaginatus,0.6,0.6
Max.height,Schoenus.villosus,0.4,0.4
Max.height,Secale cereale,3.5,3.5
Max.height,Secale.cereale,1.3028,1.75
Max.height,Senecio.amygdalifolius,1.5,1.5
Max.height,Senecio.anethifolius,1,1
Max.height,Senecio.angulatus,5,5
Max.height,Senecio.bathurstianus,1,1
Max.height,Senecio.behrianus,0.3,0.3
Max.height,Senecio.bipinnatisectus,1.2,1.2
Max.height,Senecio.biserratus,1,1
Max.height,Senecio.brigalowensis,0.5,0.5
Max.height,Senecio.campylocarpus,1.5,1.5
Max.height,Senecio.crassiflorus,0.5,0.5
Max.height,Senecio.cunninghamii,1,1
Max.height,Senecio.daltonii,0.5,0.5
Max.height,Senecio.diaschides,1,1
Max.height,Senecio.elegans,1,1
Max.height,Senecio.garlandii,1.2,1.2
Max.height,Senecio.glastifolius,1.5,1.5
Max.height,Senecio.glomeratus,1,1
Max.height,Senecio.glossanthus,0.3,0.3
Max.height,Senecio.gregorii,0.4,0.4
Max.height,Senecio.gunnii,0.8,0.8
Max.height,Senecio.hispidulus,1,1
Max.height,Senecio.howeanus,0.4,0.4
Max.height,Senecio.jacobaea,0.8,0.8
Max.height,Senecio.lacustrinus,0.8,0.8
Max.height,Senecio.lageniformis,0.4,0.4
Max.height,Senecio.lanibracteus,1.8,1.8
Max.height,Senecio.leptocarpus,0.3,0.3
Max.height,Senecio.linearifolius,1.5,1.5
Max.height,Senecio.longicollaris,1.8,1.8
Max.height,Senecio.macranthus,1,1
Max.height,Senecio.madagascariensis,0.6,0.6
Max.height,Senecio.magnificus,1.5,1.5
Max.height,Senecio.microbasis,0.6,0.6
Max.height,Senecio.minimus,1,1
Max.height,Senecio.pauciradiatus,0.25,0.25
Max.height,Senecio.pectinatus,0.25,0.25
Max.height,Senecio.pinnatifolius,1,1
Max.height,Senecio.platylepis,0.5,0.5
Max.height,Senecio.prenanthoides,0.8,0.8
Max.height,Senecio.productus,0.3,0.3
Max.height,Senecio.pterophorus,1.5,1.5
Max.height,Senecio.quadridentatus,1,1
Max.height,Senecio.queenslandicus,0.4,0.4
Max.height,Senecio.runcinifolius,0.8,0.8
Max.height,Senecio.spathulatus,0.5,0.5
Max.height,Senecio.tamoides,2,2
Max.height,Senecio.tenuiflorus,0.8,0.8
Max.height,Senecio.tuberculatus,0.5,0.5
Max.height,Senecio.vagus,1.2,1.2
Max.height,Senecio.velleioides,1.3,1.3
Max.height,Senecio.vulgaris,0.5,0.5
Max.height,Setaria.australiensis,2,2
Max.height,Setaria.incrassata,2,2
Max.height,Setaria.italica,1.5,1.5
Max.height,Setaria.palmifolia,1.5,1.5
Max.height,Setaria.parviflora,1.2,1.2
Max.height,Setaria.paspalidioides,0.7,0.7
Max.height,Setaria.poiretiana,1,1
Max.height,Setaria.pumila,1.3,1.3
Max.height,Setaria.sphacelata,2,2
Max.height,Setaria.surgens,1,1
Max.height,Setaria.verticillata,1,1
Max.height,Setaria.viridis,1,1
Max.height,Silene.coronaria,1,1
Max.height,Silene.dioica,0.8,0.8
Max.height,Silene.gallica,0.2916666666666667,0.44299999999999995
Max.height,Silene.latifolia,1,1
Max.height,Silene.tridentata,0.4,0.4
Max.height,Silene.uniflora,0.25,0.25
Max.height,Silene.vulgaris,1,1
Max.height,Solanum.nigrum,0.5153846153846154,0.8
Max.height,Sonchus.asper,0.6655416666666667,1.3499999999999996
Max.height,Sonchus.hydrophilus,1.2,1.2
Max.height,Sonchus.oleraceus,0.8220588235294117,1.5
Max.height,Spergularia.rubra,0.13346153846153846,0.24000000000000005
Max.height,Stuartina.hamata,0.1,0.1
Max.height,Stuartina.muelleri,0.12,0.12
Max.height,Taraxacum officinale,0.5,0.5
Max.height,Taraxacum.officinale,0.505,0.598
Max.height,Themeda.australis,0.5088793103448276,0.9220000000000002
Max.height,Themeda.avenacea,2,2
Max.height,Themeda.quadrivalvis,2,2
Max.height,Themeda.triandra,1.2,1.2
Max.height,Tolpis.barbata,0.6,0.6
Max.height,Tragopogon dubius,3,3
Max.height,Tragopogon.dubius,0.7177809523809524,1.05
Max.height,Tragopogon.porrifolius,1.2,1.2
Max.height,Tricoryne.anceps,0.7,0.7
Max.height,Tricoryne.elatior,0.417,0.45799999999999996
Max.height,Tricoryne.simplex,0.3,0.3
Max.height,Trifolium campestre,0.1215,0.1215
Max.height,Trifolium glomeratum,0.032,0.032
Max.height,Trifolium repens,0.5,0.5
Max.height,Trifolium subterraneum,0.5,0.5
Max.height,Trifolium.alexandrinum,0.6,0.6
Max.height,Trifolium.angustifolium,0.30166666666666664,0.55
Max.height,Trifolium.arvense,0.16483,0.2510000000000001
Max.height,Trifolium.campestre,0.2783076923076923,0.4800000000000001
Max.height,Trifolium.dubium,0.24419047619047618,0.371
Max.height,Trifolium.glomeratum,0.13411111111111113,0.25
Max.height,Trifolium.incarnatum,0.5,0.5
Max.height,Trifolium.scabrum,0.08625,0.111
Max.height,Trifolium.striatum,0.205,0.33999999999999986
Max.height,Trifolium.subterraneum,0.09691333333333334,0.15716000000000008
Max.height,Trifolium.vesiculosum,0.8,0.8
Max.height,Triptilodiscus.pygmaeus,0.08,0.08
Max.height,Unknown.grass,0.18460000000000001,0.3580000000000001
Max.height,Verbascum.blattaria,1.2,1.2
Max.height,Verbascum.sinuatum,1,1
Max.height,Verbascum.thapsus,1.0205882352941176,2
Max.height,Verbascum.virgatum,0.825,1.5
Max.height,Vittadinia.arida,0.3,0.3
Max.height,Vittadinia.blackii,0.3,0.3
Max.height,Vittadinia.condyloides,0.3,0.3
Max.height,Vittadinia.cuneata,0.4,0.4
Max.height,Vittadinia.dissecta,0.35,0.35
Max.height,Vittadinia.eremaea,0.25,0.25
Max.height,Vittadinia.gracilis,0.4,0.4
Max.height,Vittadinia.pterochaeta,0.3,0.3
Max.height,Vittadinia.pustulata,0.3,0.3
Max.height,Vittadinia.sulcata,0.3,0.3
Max.height,Vittadinia.tenuissima,0.4,0.4
Max.height,Vulpia myuros,0.795,1.359
Max.height,Vulpia.bromoides,0.23124271844660194,0.348
Max.height,Vulpia.ciliata,0.5,0.5
Max.height,Vulpia.fasciculata,0.6,0.6
Max.height,Vulpia.muralis,0.4221153846153846,0.53
Max.height,Vulpia.myuros,0.39145517241379313,0.584
Max.height,Wahlenbergia.aridicola,0.75,0.75
Max.height,Wahlenbergia.ceracea,1.15,1.15
Max.height,Wahlenbergia.communis,0.675,0.735
Max.height,Wahlenbergia.densifolia,0.3,0.3
Max.height,Wahlenbergia.fluminalis,0.8,0.8
Max.height,Wahlenbergia.glabra,0.35,0.35
Max.height,Wahlenbergia.gloriosa,0.4,0.4
Max.height,Wahlenbergia.gracilenta,0.35,0.35
Max.height,Wahlenbergia.gracilis,0.8,0.8
Max.height,Wahlenbergia.graniticola,0.95,0.95
Max.height,Wahlenbergia.insulae-howei,0.15,0.15
Max.height,Wahlenbergia.littoricola,0.8,0.8
Max.height,Wahlenbergia.luteola,0.8,0.8
Max.height,Wahlenbergia.multicaulis,0.75,0.75
Max.height,Wahlenbergia.planiflora,0.7,0.7
Max.height,Wahlenbergia.queenslandica,0.9,0.9
Max.height,Wahlenbergia.scopulicola,0.35,0.35
Max.height,Wahlenbergia.stricta,0.9,0.9
Max.height,Wahlenbergia.tumidifructa,0.9,0.9
Max.height,Wahlenbergia.victoriensis,0.4,0.4
Max.height,Wurmbea.biglandulosa,0.3,0.3
Max.height,Wurmbea.citrina,0.3,0.3
Max.height,Wurmbea.dioica,0.3,0.3
Max.height,Wurmbea.latifolia,0.15,0.15
Max.height,Wurmbea.uniflora,0.17,0.17
SLA,Acetosella.vulgaris,15.998986072095239,20.11822785
SLA,Aira.caryophyllea,21.08,31.060000000000002
SLA,Anagallis.arvensis,29.32,39.04
